Total Simulation steps: 7186
Td	ID	Tj	Df	Dd	Db
198	2784	198	0	0	0
198	2787	198	0	0	0
198	2786	198	0	0	0
198	2785	198	0	0	0
199	2788	199	0	0	0
199	2791	199	0	0	0
199	2790	199	0	0	0
199	2789	199	0	0	0
200	2792	200	0	0	0
200	2795	200	0	0	0
200	2794	200	0	0	0
200	2793	200	0	0	0
201	2796	201	0	0	0
201	2799	201	0	0	0
201	2798	201	0	0	0
201	2797	201	0	0	0
202	2800	202	0	0	0
202	2803	202	0	0	0
202	2802	202	0	0	0
202	2801	202	0	0	0
203	2804	203	0	0	0
203	2807	203	0	0	0
203	2806	203	0	0	0
203	2805	203	0	0	0
204	2808	204	0	0	0
204	2811	204	0	0	0
204	2810	204	0	0	0
204	2809	204	0	0	0
205	2812	205	0	0	0
205	2815	205	0	0	0
205	2814	205	0	0	0
205	2813	205	0	0	0
206	2816	206	0	0	0
206	2819	206	0	0	0
206	2818	206	0	0	0
206	2817	206	0	0	0
207	2820	207	0	0	0
207	2823	207	0	0	0
207	2822	207	0	0	0
207	2821	207	0	0	0
208	2824	208	0	0	0
208	2827	208	0	0	0
208	2826	208	0	0	0
208	2825	208	0	0	0
209	2828	209	0	0	0
209	2831	209	0	0	0
209	2830	209	0	0	0
209	2829	209	0	0	0
210	2832	210	0	0	0
210	2835	210	0	0	0
210	2834	210	0	0	0
210	2833	210	0	0	0
211	2836	211	0	0	0
211	2839	211	0	0	0
211	2838	211	0	0	0
211	2837	211	0	0	0
212	2840	212	0	0	0
212	2843	212	0	0	0
212	2842	212	0	0	0
212	2841	212	0	0	0
213	2844	213	0	0	0
213	2847	213	0	0	0
213	2846	213	0	0	0
213	2845	213	0	0	0
214	2848	214	0	0	0
214	2851	214	0	0	0
214	2850	214	0	0	0
214	2849	214	0	0	0
215	2852	215	0	0	0
215	2855	215	0	0	0
215	2854	215	0	0	0
215	2853	215	0	0	0
216	2856	216	0	0	0
216	2859	216	0	0	0
216	2858	216	0	0	0
216	2857	216	0	0	0
217	2860	217	0	0	0
217	2863	217	0	0	0
217	2862	217	0	0	0
217	2861	217	0	0	0
218	2864	218	0	0	0
218	2867	218	0	0	0
218	2866	218	0	0	0
218	2865	218	0	0	0
219	2868	219	0	0	0
219	2871	219	0	0	0
